source,relation,target
sulindac,CO_OCCURS_WITH,hyperkalemia
sulindac,MENTIONED_IN,chunk_4253
Ventricular tachyarrhythmias,MENTIONED_IN,chunk_4254
ritodrine,MENTIONED_IN,chunk_4254
ritodrine,CO_OCCURS_WITH,Ventricular tachyarrhythmias
ritodrine,MENTIONED_IN,chunk_4255
preterm labor,MENTIONED_IN,chunk_4255
ritodrine,CO_OCCURS_WITH,preterm labor
ritodrine,MENTIONED_IN,chunk_4256
cardiovascular complications,MENTIONED_IN,chunk_4256
ritodrine,CO_OCCURS_WITH,cardiovascular complications
potassium,MENTIONED_IN,chunk_4257
ephedrine,MENTIONED_IN,chunk_4259
phenylephrine,MENTIONED_IN,chunk_4260
tachycardia,MENTIONED_IN,chunk_4260
hypotensive,MENTIONED_IN,chunk_4260
phenylephrine,CO_OCCURS_WITH,tachycardia
phenylephrine,CO_OCCURS_WITH,hypotensive
bromocriptine,MENTIONED_IN,chunk_4261
prolactinomas,MENTIONED_IN,chunk_4261
estrogen,MENTIONED_IN,chunk_4261
bromocriptine,CO_OCCURS_WITH,prolactinomas
estrogen,CO_OCCURS_WITH,prolactinomas
bromocriptine,MENTIONED_IN,chunk_4262
estrogen,MENTIONED_IN,chunk_4262
prolactinoma,MENTIONED_IN,chunk_4262
bromocriptine,CO_OCCURS_WITH,prolactinoma
estrogen,CO_OCCURS_WITH,prolactinoma
prolactinoma,MENTIONED_IN,chunk_4263
bromocriptine,MENTIONED_IN,chunk_4265
prolactinoma,MENTIONED_IN,chunk_4267
prolactinoma,MENTIONED_IN,chunk_4268
bromocriptine,MENTIONED_IN,chunk_4269
adenoma,MENTIONED_IN,chunk_4269
bromocriptine,CO_OCCURS_WITH,adenoma
bromocriptine,MENTIONED_IN,chunk_4270
prednisolone,MENTIONED_IN,chunk_4271
muscle wastage,MENTIONED_IN,chunk_4272
Liver enlargement,MENTIONED_IN,chunk_4272
prednisolone,MENTIONED_IN,chunk_4272
prednisolone,CO_OCCURS_WITH,muscle wastage
prednisolone,CO_OCCURS_WITH,Liver enlargement
prednisolone,MENTIONED_IN,chunk_4275
midazolam,MENTIONED_IN,chunk_4276
death,MENTIONED_IN,chunk_4276
cardiorespiratory arrest,MENTIONED_IN,chunk_4276
midazolam,CO_OCCURS_WITH,death
midazolam,CO_OCCURS_WITH,cardiorespiratory arrest
Midazolam hydrochloride,MENTIONED_IN,chunk_4277
respiratory and cardiovascular depression,MENTIONED_IN,chunk_4278
death,MENTIONED_IN,chunk_4279
cardiorespiratory arrest,MENTIONED_IN,chunk_4279
midazolam,MENTIONED_IN,chunk_4279
midazolam,MENTIONED_IN,chunk_4280
epilepsy,MENTIONED_IN,chunk_4281
levodopa/carbidopa,MENTIONED_IN,chunk_4281
levodopa/carbidopa,CO_OCCURS_WITH,epilepsy
carbidopa/levodopa,MENTIONED_IN,chunk_4282
seizures,MENTIONED_IN,chunk_4282
chronic renal failure,MENTIONED_IN,chunk_4282
hallucinosis,MENTIONED_IN,chunk_4282
carbidopa/levodopa,CO_OCCURS_WITH,seizures
carbidopa/levodopa,CO_OCCURS_WITH,chronic renal failure
carbidopa/levodopa,CO_OCCURS_WITH,hallucinosis
vitamin B6,MENTIONED_IN,chunk_4283
amnesia,MENTIONED_IN,chunk_4284
scopolamine,MENTIONED_IN,chunk_4284
L-alpha-glyceryl-phosphorylcholine,MENTIONED_IN,chunk_4284
L-alpha-glyceryl-phosphorylcholine,CO_OCCURS_WITH,amnesia
L-alpha-glycerylphosphorylcholine,MENTIONED_IN,chunk_4285
scopolamine,MENTIONED_IN,chunk_4285
memory impairment,MENTIONED_IN,chunk_4285
L-alpha-GFC,MENTIONED_IN,chunk_4285
L-alpha-glycerylphosphorylcholine,CO_OCCURS_WITH,memory impairment
scopolamine,CO_OCCURS_WITH,memory impairment
L-alpha-GFC,CO_OCCURS_WITH,memory impairment
L-alpha-GFC,MENTIONED_IN,chunk_4287
scopolamine,MENTIONED_IN,chunk_4288
scopolamine,MENTIONED_IN,chunk_4292
impairment of attention and memory,MENTIONED_IN,chunk_4292
scopolamine,CO_OCCURS_WITH,impairment of attention and memory
Seizures,MENTIONED_IN,chunk_4293
cocaine,MENTIONED_IN,chunk_4293
benzoylecgonine,MENTIONED_IN,chunk_4293
cocaine,CO_OCCURS_WITH,Seizures
benzoylecgonine,CO_OCCURS_WITH,Seizures
strokes,MENTIONED_IN,chunk_4294
seizures,MENTIONED_IN,chunk_4294
cocaine,MENTIONED_IN,chunk_4294
cocaine,CO_OCCURS_WITH,strokes
cocaine,MENTIONED_IN,chunk_4295
BE,MENTIONED_IN,chunk_4296
seizures,MENTIONED_IN,chunk_4296
cocaine,MENTIONED_IN,chunk_4296
benzoylecgonine,MENTIONED_IN,chunk_4296
BE,CO_OCCURS_WITH,seizures
benzoylecgonine,CO_OCCURS_WITH,seizures
BE,MENTIONED_IN,chunk_4299
cocaine,MENTIONED_IN,chunk_4299
seizures,MENTIONED_IN,chunk_4300
seizure,MENTIONED_IN,chunk_4300
BE,MENTIONED_IN,chunk_4301
seizures,MENTIONED_IN,chunk_4301
cocaine,MENTIONED_IN,chunk_4301
BE,MENTIONED_IN,chunk_4302
death,MENTIONED_IN,chunk_4302
seizures,MENTIONED_IN,chunk_4302
cocaine,MENTIONED_IN,chunk_4302
BE,CO_OCCURS_WITH,death
seizure,MENTIONED_IN,chunk_4303
BE,MENTIONED_IN,chunk_4304
seizures,MENTIONED_IN,chunk_4304
cocaine,MENTIONED_IN,chunk_4304
BE,MENTIONED_IN,chunk_4305
seizures,MENTIONED_IN,chunk_4305
cocaine,MENTIONED_IN,chunk_4305
amino acid,MENTIONED_IN,chunk_4306
amphetamine,MENTIONED_IN,chunk_4306
neurotoxicity,MENTIONED_IN,chunk_4306
LY274614,MENTIONED_IN,chunk_4306
dopamine,MENTIONED_IN,chunk_4306
LY274614,CO_OCCURS_WITH,neurotoxicity
amino acid,CO_OCCURS_WITH,neurotoxicity
amphetamine,CO_OCCURS_WITH,neurotoxicity
N-methyl-D-aspartate,MENTIONED_IN,chunk_4307
NMDA,MENTIONED_IN,chunk_4307
"3SR,4aRS,6SR,8aRS-6-[phosphonomethyl]decahydr oisoquinoline-3- carboxylic acid",MENTIONED_IN,chunk_4307
glutamate,MENTIONED_IN,chunk_4307
LY274614,MENTIONED_IN,chunk_4307
dopamine,MENTIONED_IN,chunk_4308
iprindole,MENTIONED_IN,chunk_4308
amphetamine,MENTIONED_IN,chunk_4308
dopamine,MENTIONED_IN,chunk_4311
iprindole,MENTIONED_IN,chunk_4311
amphetamine,MENTIONED_IN,chunk_4311
NMDA,MENTIONED_IN,chunk_4312
dizocilpine,MENTIONED_IN,chunk_4312
MK-801,MENTIONED_IN,chunk_4312
LY274614,MENTIONED_IN,chunk_4312
dopamine,MENTIONED_IN,chunk_4312
LY274614,MENTIONED_IN,chunk_4313
dopamine,MENTIONED_IN,chunk_4313
amphetamine,MENTIONED_IN,chunk_4313
LY274614,MENTIONED_IN,chunk_4314
dopamine,MENTIONED_IN,chunk_4314
amphetamine,MENTIONED_IN,chunk_4314
LY274614,MENTIONED_IN,chunk_4315
methamphetamine,MENTIONED_IN,chunk_4315
dopamine,MENTIONED_IN,chunk_4315
NMDA,MENTIONED_IN,chunk_4316
neurotoxic,MENTIONED_IN,chunk_4316
amphetamine,MENTIONED_IN,chunk_4316
LY274614,MENTIONED_IN,chunk_4316
dopamine,MENTIONED_IN,chunk_4316
NMDA,CO_OCCURS_WITH,neurotoxic
LY274614,CO_OCCURS_WITH,neurotoxic
dopamine,CO_OCCURS_WITH,neurotoxic
amphetamine,CO_OCCURS_WITH,neurotoxic
pyridoxine,MENTIONED_IN,chunk_4317
convulsions,MENTIONED_IN,chunk_4317
isoniazid,MENTIONED_IN,chunk_4317
pyridoxine,CO_OCCURS_WITH,convulsions
isoniazid,CO_OCCURS_WITH,convulsions
isoniazid,MENTIONED_IN,chunk_4318
tuberculosis,MENTIONED_IN,chunk_4318
clonic fits,MENTIONED_IN,chunk_4318
isoniazid,CO_OCCURS_WITH,tuberculosis
isoniazid,CO_OCCURS_WITH,clonic fits
pyridoxine,MENTIONED_IN,chunk_4320
fits,MENTIONED_IN,chunk_4320
isoniazid,MENTIONED_IN,chunk_4320
pyridoxine,CO_OCCURS_WITH,fits
isoniazid,CO_OCCURS_WITH,fits
phenylephrine,MENTIONED_IN,chunk_4321
nitroglycerin,MENTIONED_IN,chunk_4321
acute myocardial infarction,MENTIONED_IN,chunk_4321
phenylephrine,CO_OCCURS_WITH,acute myocardial infarction
nitroglycerin,CO_OCCURS_WITH,acute myocardial infarction
Nitroglycerin,MENTIONED_IN,chunk_4322
nitroglycerin,MENTIONED_IN,chunk_4322
hypotension,MENTIONED_IN,chunk_4322
acute myocardial infarction,MENTIONED_IN,chunk_4322
Nitroglycerin,CO_OCCURS_WITH,hypotension
Nitroglycerin,CO_OCCURS_WITH,acute myocardial infarction
phenylephrine,MENTIONED_IN,chunk_4323
nitroglycerin,MENTIONED_IN,chunk_4323
nitroglycerin,MENTIONED_IN,chunk_4324
myocardial infarctions,MENTIONED_IN,chunk_4324
nitroglycerin,CO_OCCURS_WITH,myocardial infarctions
nitroglycerin,MENTIONED_IN,chunk_4328
phenylephrine,MENTIONED_IN,chunk_4329
phenylephrine,MENTIONED_IN,chunk_4332
nitroglycerin,MENTIONED_IN,chunk_4332
acute myocardial infarction,MENTIONED_IN,chunk_4332
thoracic aortic aneurysm,MENTIONED_IN,chunk_4333
CaCl2,MENTIONED_IN,chunk_4333
CaCl2,CO_OCCURS_WITH,thoracic aortic aneurysm
thoracic aortic aneurysm,MENTIONED_IN,chunk_4334
calcium chloride,MENTIONED_IN,chunk_4334
arterial injury,MENTIONED_IN,chunk_4334
CaCl(2),MENTIONED_IN,chunk_4334
TAA,MENTIONED_IN,chunk_4334
calcium chloride,CO_OCCURS_WITH,thoracic aortic aneurysm
calcium chloride,CO_OCCURS_WITH,arterial injury
calcium chloride,CO_OCCURS_WITH,TAA
CaCl(2),CO_OCCURS_WITH,thoracic aortic aneurysm
CaCl(2),CO_OCCURS_WITH,arterial injury
CaCl(2),CO_OCCURS_WITH,TAA
CaCl(2),MENTIONED_IN,chunk_4336
NaCl,MENTIONED_IN,chunk_4336
CaCl(2),MENTIONED_IN,chunk_4338
NaCl,MENTIONED_IN,chunk_4338
CaCl(2),MENTIONED_IN,chunk_4339
CaCl(2),MENTIONED_IN,chunk_4340
NaCl,MENTIONED_IN,chunk_4340
CaCl(2),MENTIONED_IN,chunk_4342
CaCl(2),MENTIONED_IN,chunk_4344
TAA,MENTIONED_IN,chunk_4344
right heart failure,MENTIONED_IN,chunk_4346
catecholamines,MENTIONED_IN,chunk_4346
catecholamines,CO_OCCURS_WITH,right heart failure
hypertensive,MENTIONED_IN,chunk_4347
epinephrine,MENTIONED_IN,chunk_4347
epinephrine,CO_OCCURS_WITH,hypertensive
catecholamine,MENTIONED_IN,chunk_4349
paclitaxel,MENTIONED_IN,chunk_4350
peripheral neurotoxicity,MENTIONED_IN,chunk_4350
glutamate,MENTIONED_IN,chunk_4350
paclitaxel,CO_OCCURS_WITH,peripheral neurotoxicity
glutamate,CO_OCCURS_WITH,peripheral neurotoxicity
paclitaxel,MENTIONED_IN,chunk_4351
PAC neurotoxicity,MENTIONED_IN,chunk_4351
peripheral neuropathy,MENTIONED_IN,chunk_4351
PAC,MENTIONED_IN,chunk_4351
glutamate,MENTIONED_IN,chunk_4351
amino acid glutamine,MENTIONED_IN,chunk_4351
paclitaxel,CO_OCCURS_WITH,PAC neurotoxicity
amino acid glutamine,CO_OCCURS_WITH,PAC neurotoxicity
amino acid glutamine,CO_OCCURS_WITH,peripheral neuropathy
glutamate,CO_OCCURS_WITH,PAC neurotoxicity
glutamate,CO_OCCURS_WITH,peripheral neuropathy
PAC,CO_OCCURS_WITH,PAC neurotoxicity
PAC,CO_OCCURS_WITH,peripheral neuropathy
PAC,MENTIONED_IN,chunk_4352
peripheral neuropathy,MENTIONED_IN,chunk_4352
glutamate,MENTIONED_IN,chunk_4352
ovarian cancer,MENTIONED_IN,chunk_4353
glutamate,MENTIONED_IN,chunk_4353
PAC,MENTIONED_IN,chunk_4353
glutamate,CO_OCCURS_WITH,ovarian cancer
PAC,CO_OCCURS_WITH,ovarian cancer
neurotoxicity,MENTIONED_IN,chunk_4354
pain,MENTIONED_IN,chunk_4355
peripheral neurotoxicity,MENTIONED_IN,chunk_4357
PAC,MENTIONED_IN,chunk_4357
glutamate,MENTIONED_IN,chunk_4357
PAC,CO_OCCURS_WITH,peripheral neurotoxicity
pain,MENTIONED_IN,chunk_4358
hyperalgesia,MENTIONED_IN,chunk_4358
capsaicin,MENTIONED_IN,chunk_4358
pain,MENTIONED_IN,chunk_4359
pain,MENTIONED_IN,chunk_4360
hyperalgesia,MENTIONED_IN,chunk_4360
capsaicin,MENTIONED_IN,chunk_4360
pain,MENTIONED_IN,chunk_4361
hyperalgesia,MENTIONED_IN,chunk_4361
hyperalgesia,MENTIONED_IN,chunk_4362
capsaicin,MENTIONED_IN,chunk_4362
hyperalgesia,MENTIONED_IN,chunk_4363
pain,MENTIONED_IN,chunk_4363
capsaicin,MENTIONED_IN,chunk_4363
salt,MENTIONED_IN,chunk_4364
hypertension,MENTIONED_IN,chunk_4364
Testosterone,MENTIONED_IN,chunk_4364
salt,CO_OCCURS_WITH,hypertension
Testosterone,CO_OCCURS_WITH,hypertension
salt,MENTIONED_IN,chunk_4365
salt,MENTIONED_IN,chunk_4366
angiotensin,MENTIONED_IN,chunk_4367
renal injury,MENTIONED_IN,chunk_4368
testosterone,MENTIONED_IN,chunk_4368
testosterone,CO_OCCURS_WITH,renal injury
salt,MENTIONED_IN,chunk_4369
glomerular sclerosis,MENTIONED_IN,chunk_4373
renal injury,MENTIONED_IN,chunk_4374
Testosterone,MENTIONED_IN,chunk_4374
Testosterone,CO_OCCURS_WITH,renal injury
angiotensin,MENTIONED_IN,chunk_4375
renal injury,MENTIONED_IN,chunk_4375
hypertension,MENTIONED_IN,chunk_4375
Testosterone,MENTIONED_IN,chunk_4375
angiotensin,CO_OCCURS_WITH,renal injury
dopamine,MENTIONED_IN,chunk_4376
schizophrenia,MENTIONED_IN,chunk_4377
schizophrenia,MENTIONED_IN,chunk_4378
amphetamine,MENTIONED_IN,chunk_4379
apomorphine,MENTIONED_IN,chunk_4379
MK-801,MENTIONED_IN,chunk_4381
haloperidol,MENTIONED_IN,chunk_4381
catalepsy,MENTIONED_IN,chunk_4381
MK-801,CO_OCCURS_WITH,catalepsy
MK-801,MENTIONED_IN,chunk_4382
H,MENTIONED_IN,chunk_4382
haloperidol,MENTIONED_IN,chunk_4383
dopamine,MENTIONED_IN,chunk_4383
H,MENTIONED_IN,chunk_4383
MK-801,MENTIONED_IN,chunk_4384
H,MENTIONED_IN,chunk_4384
nutritional deficiency,MENTIONED_IN,chunk_4385
schizophrenia,MENTIONED_IN,chunk_4385
proteinuria,MENTIONED_IN,chunk_4386
chronic allograft nephropathy,MENTIONED_IN,chunk_4387
rapamycin,MENTIONED_IN,chunk_4387
sirolimus,MENTIONED_IN,chunk_4387
rapamycin,CO_OCCURS_WITH,chronic allograft nephropathy
sirolimus,CO_OCCURS_WITH,chronic allograft nephropathy
proteinuria,MENTIONED_IN,chunk_4388
proteinuria,MENTIONED_IN,chunk_4389
sirolimus,MENTIONED_IN,chunk_4389
glomerulosclerosis,MENTIONED_IN,chunk_4390
proteinuria,MENTIONED_IN,chunk_4391
estradiol,MENTIONED_IN,chunk_4392
ribonucleic acid,MENTIONED_IN,chunk_4392
hyperprolactinemic,MENTIONED_IN,chunk_4392
estradiol,CO_OCCURS_WITH,hyperprolactinemic
ribonucleic acid,CO_OCCURS_WITH,hyperprolactinemic
Hyperprolactinemia,MENTIONED_IN,chunk_4393
hyperprolactinemia,MENTIONED_IN,chunk_4395
estrogen,MENTIONED_IN,chunk_4395
estrogen,CO_OCCURS_WITH,hyperprolactinemia
hyperprolactinemia,MENTIONED_IN,chunk_4396
estradiol,MENTIONED_IN,chunk_4396
sulpiride,MENTIONED_IN,chunk_4396
dopamine,MENTIONED_IN,chunk_4396
estradiol,CO_OCCURS_WITH,hyperprolactinemia
sulpiride,CO_OCCURS_WITH,hyperprolactinemia
dopamine,CO_OCCURS_WITH,hyperprolactinemia
steroid,MENTIONED_IN,chunk_4397
Sulpiride,MENTIONED_IN,chunk_4397
Estradiol,MENTIONED_IN,chunk_4398
estradiol,MENTIONED_IN,chunk_4399
estrogen,MENTIONED_IN,chunk_4399
estradiol,MENTIONED_IN,chunk_4400
sulpiride,MENTIONED_IN,chunk_4400
Sulpiride,MENTIONED_IN,chunk_4401
Estradiol,MENTIONED_IN,chunk_4402
estradiol,MENTIONED_IN,chunk_4403
hyperprolactinemia,MENTIONED_IN,chunk_4404
steroid,MENTIONED_IN,chunk_4404
steroid,CO_OCCURS_WITH,hyperprolactinemia
estradiol,MENTIONED_IN,chunk_4405
ritonavir,MENTIONED_IN,chunk_4406
cholesteryl ester,MENTIONED_IN,chunk_4406
ritonavir,MENTIONED_IN,chunk_4407
premature atherosclerosis,MENTIONED_IN,chunk_4408
ritonavir,MENTIONED_IN,chunk_4409
atherosclerotic lesion,MENTIONED_IN,chunk_4409
ritonavir,CO_OCCURS_WITH,atherosclerotic lesion
ritonavir,MENTIONED_IN,chunk_4410
cholesteryl ester,MENTIONED_IN,chunk_4410
ritonavir,MENTIONED_IN,chunk_4411
cholesterol,MENTIONED_IN,chunk_4411
progesterone,MENTIONED_IN,chunk_4413
17beta-estradiol,MENTIONED_IN,chunk_4413
E2,MENTIONED_IN,chunk_4413
ritonavir,MENTIONED_IN,chunk_4414
ethanol,MENTIONED_IN,chunk_4414
cholesteryl esters,MENTIONED_IN,chunk_4416
ritonavir,MENTIONED_IN,chunk_4416
E2,MENTIONED_IN,chunk_4416
Ritonavir,MENTIONED_IN,chunk_4417
ritonavir,MENTIONED_IN,chunk_4418
E2,MENTIONED_IN,chunk_4419
E2,MENTIONED_IN,chunk_4420
ritonavir,MENTIONED_IN,chunk_4421
cholesteryl ester,MENTIONED_IN,chunk_4421
E2,MENTIONED_IN,chunk_4421
seizure,MENTIONED_IN,chunk_4422
phenytoin,MENTIONED_IN,chunk_4424
pilocarpine,MENTIONED_IN,chunk_4431
seizures,MENTIONED_IN,chunk_4431
phenobarbital,MENTIONED_IN,chunk_4432
tariquidar,MENTIONED_IN,chunk_4432
injury to the brain,MENTIONED_IN,chunk_4434
seizures,MENTIONED_IN,chunk_4435
seizure,MENTIONED_IN,chunk_4436
Seizure,MENTIONED_IN,chunk_4437
seizure,MENTIONED_IN,chunk_4438
pilocarpine,MENTIONED_IN,chunk_4439
seizures,MENTIONED_IN,chunk_4439
temporal lobe epilepsy,MENTIONED_IN,chunk_4439
seizure,MENTIONED_IN,chunk_4439
pilocarpine,CO_OCCURS_WITH,temporal lobe epilepsy
pilocarpine,MENTIONED_IN,chunk_4440
seizures,MENTIONED_IN,chunk_4440
pilocarpine,MENTIONED_IN,chunk_4441
seizures,MENTIONED_IN,chunk_4441
seizures,MENTIONED_IN,chunk_4443
seizure,MENTIONED_IN,chunk_4446
temporal lobe epilepsy,MENTIONED_IN,chunk_4447
epilepsy,MENTIONED_IN,chunk_4448
pilocarpine,MENTIONED_IN,chunk_4448
death,MENTIONED_IN,chunk_4449
Mitochondrial abnormalities,MENTIONED_IN,chunk_4449
status epilepticus,MENTIONED_IN,chunk_4451
pilocarpine,MENTIONED_IN,chunk_4451
temporal lobe epilepsy,MENTIONED_IN,chunk_4451
mitochondrial abnormalities,MENTIONED_IN,chunk_4455
thrombotic microangiopathy,MENTIONED_IN,chunk_4456
Thrombotic microangiopathy,MENTIONED_IN,chunk_4457
hemolytic uremic syndrome,MENTIONED_IN,chunk_4458
thrombotic microangiopathy,MENTIONED_IN,chunk_4458
thrombotic microangiopathy,MENTIONED_IN,chunk_4459
thrombotic microangiopathy,MENTIONED_IN,chunk_4460
thrombotic microangiopathy,MENTIONED_IN,chunk_4462
cyclosporine,MENTIONED_IN,chunk_4464
tacrolimus,MENTIONED_IN,chunk_4464
thrombotic microangiopathy,MENTIONED_IN,chunk_4465
antiphospholipid syndrome,MENTIONED_IN,chunk_4465
systemic lupus erythematosus,MENTIONED_IN,chunk_4465
hemolytic uremic syndrome,MENTIONED_IN,chunk_4466
cyclosporine,MENTIONED_IN,chunk_4467
toxicity,MENTIONED_IN,chunk_4467
tacrolimus,MENTIONED_IN,chunk_4467
cyclosporine,CO_OCCURS_WITH,toxicity
tacrolimus,CO_OCCURS_WITH,toxicity
cyclosporine,MENTIONED_IN,chunk_4468
thrombotic microangiopathy,MENTIONED_IN,chunk_4468
thrombotic microangiopathy,MENTIONED_IN,chunk_4469
epinephrine overdose,MENTIONED_IN,chunk_4470
left ventricular systolic and diastolic dysfunction,MENTIONED_IN,chunk_4470
cardiomyopathy,MENTIONED_IN,chunk_4471
catecholamines,MENTIONED_IN,chunk_4471
Catecholamine,MENTIONED_IN,chunk_4471
catecholamines,CO_OCCURS_WITH,cardiomyopathy
Catecholamine,CO_OCCURS_WITH,cardiomyopathy
overdose,MENTIONED_IN,chunk_4472
myocardial dysfunction,MENTIONED_IN,chunk_4472
myocardial stunning,MENTIONED_IN,chunk_4473
myocardial necrosis,MENTIONED_IN,chunk_4473
left ventricular systolic and diastolic dysfunction,MENTIONED_IN,chunk_4473
epinephrine,MENTIONED_IN,chunk_4473
epinephrine,CO_OCCURS_WITH,myocardial necrosis
epinephrine,CO_OCCURS_WITH,left ventricular systolic and diastolic dysfunction
epinephrine,CO_OCCURS_WITH,myocardial stunning
Wegener's granulomatosis,MENTIONED_IN,chunk_4474
cyclophosphamide,MENTIONED_IN,chunk_4474
Urinary bladder cancer,MENTIONED_IN,chunk_4474
cyclophosphamide,CO_OCCURS_WITH,Wegener's granulomatosis
cyclophosphamide,CO_OCCURS_WITH,Urinary bladder cancer
Wegener's granulomatosis,MENTIONED_IN,chunk_4475
bladder cancer,MENTIONED_IN,chunk_4475
cyclophosphamide,MENTIONED_IN,chunk_4475
cyclophosphamide,CO_OCCURS_WITH,bladder cancer
Wegener's granulomatosis,MENTIONED_IN,chunk_4476
bladder cancer,MENTIONED_IN,chunk_4477
Cancer,MENTIONED_IN,chunk_4477
cyclophosphamide,MENTIONED_IN,chunk_4478
bladder cancer,MENTIONED_IN,chunk_4478
Wegener's granulomatosis,MENTIONED_IN,chunk_4479
bladder cancer,MENTIONED_IN,chunk_4479
cyclophosphamide,MENTIONED_IN,chunk_4480
bladder cancer,MENTIONED_IN,chunk_4481
cyclophosphamide,MENTIONED_IN,chunk_4481
Wegener's granulomatosis,MENTIONED_IN,chunk_4486
bladder cancer,MENTIONED_IN,chunk_4486
Wegener's granulomatosis,MENTIONED_IN,chunk_4487
cyclophosphamide,MENTIONED_IN,chunk_4487
bladder cancer,MENTIONED_IN,chunk_4487
cortisol,MENTIONED_IN,chunk_4488
hypertension,MENTIONED_IN,chunk_4488
L-arginine,MENTIONED_IN,chunk_4488
L-arginine,CO_OCCURS_WITH,hypertension
cortisol,MENTIONED_IN,chunk_4489
nitric oxide,MENTIONED_IN,chunk_4489
hypertension,MENTIONED_IN,chunk_4489
L-arginine,MENTIONED_IN,chunk_4489
L-arginine,MENTIONED_IN,chunk_4490
Hydrocortisone acetate,MENTIONED_IN,chunk_4492
[3H]-l-arginine,MENTIONED_IN,chunk_4494
L-arginine,MENTIONED_IN,chunk_4494
[3H]-L-arginine,MENTIONED_IN,chunk_4495
L-arginine,MENTIONED_IN,chunk_4496
cortisol,MENTIONED_IN,chunk_4497
L-arginine,MENTIONED_IN,chunk_4499
l-arginine,MENTIONED_IN,chunk_4503
cortisol,MENTIONED_IN,chunk_4503
L-arginine,MENTIONED_IN,chunk_4503
l-arginine,MENTIONED_IN,chunk_4504
cortisol,MENTIONED_IN,chunk_4504
increases in blood pressure,MENTIONED_IN,chunk_4504
l-arginine,CO_OCCURS_WITH,increases in blood pressure
cortisol,CO_OCCURS_WITH,increases in blood pressure
neurotoxicity,MENTIONED_IN,chunk_4505
tacrolimus,MENTIONED_IN,chunk_4505
tacrolimus,CO_OCCURS_WITH,neurotoxicity
tacrolimus,MENTIONED_IN,chunk_4506
neurologic complications,MENTIONED_IN,chunk_4507
tacrolimus,MENTIONED_IN,chunk_4507
tacrolimus,CO_OCCURS_WITH,neurologic complications
white matter abnormalities,MENTIONED_IN,chunk_4511
putaminal hemorrhage,MENTIONED_IN,chunk_4512
white matter abnormalities,MENTIONED_IN,chunk_4514
cortical laminar necrosis,MENTIONED_IN,chunk_4517
neurotoxicity,MENTIONED_IN,chunk_4518
tacrolimus,MENTIONED_IN,chunk_4518
pulmonary hypertension,MENTIONED_IN,chunk_4519
hypoxemia,MENTIONED_IN,chunk_4519
Octreotide,MENTIONED_IN,chunk_4519
Octreotide,CO_OCCURS_WITH,pulmonary hypertension
Octreotide,CO_OCCURS_WITH,hypoxemia
fistula,MENTIONED_IN,chunk_4520
necrotizing enterocolitis,MENTIONED_IN,chunk_4520
fistula,MENTIONED_IN,chunk_4521
Pulmonary hypertension,MENTIONED_IN,chunk_4521
octreotide,MENTIONED_IN,chunk_4521
octreotide,CO_OCCURS_WITH,fistula
octreotide,CO_OCCURS_WITH,Pulmonary hypertension
exencephaly,MENTIONED_IN,chunk_4522
anencephaly,MENTIONED_IN,chunk_4522
exencephaly,MENTIONED_IN,chunk_4523
Anencephaly,MENTIONED_IN,chunk_4523
exencephaly,MENTIONED_IN,chunk_4525
5-azacytidine,MENTIONED_IN,chunk_4525
5-azacytidine,CO_OCCURS_WITH,exencephaly
exencephaly,MENTIONED_IN,chunk_4530
anencephaly,MENTIONED_IN,chunk_4530
exencephalic,MENTIONED_IN,chunk_4531
exencephaly,MENTIONED_IN,chunk_4532
exencephalic,MENTIONED_IN,chunk_4532
anencephaly,MENTIONED_IN,chunk_4535
exencephalic,MENTIONED_IN,chunk_4535
exencephalic,MENTIONED_IN,chunk_4536
exencephaly,MENTIONED_IN,chunk_4538
hemorrhaging,MENTIONED_IN,chunk_4539
exencephalic,MENTIONED_IN,chunk_4539
exencephalic,MENTIONED_IN,chunk_4540
exencephalic,MENTIONED_IN,chunk_4542
circulatory failure,MENTIONED_IN,chunk_4543
exencephalic,MENTIONED_IN,chunk_4543
hemorrhaging,MENTIONED_IN,chunk_4543
anencephaly,MENTIONED_IN,chunk_4543
exencephaly,MENTIONED_IN,chunk_4543
seizures,MENTIONED_IN,chunk_4544
cocaine,MENTIONED_IN,chunk_4544
seizures,MENTIONED_IN,chunk_4545
cocaine,MENTIONED_IN,chunk_4545
Cocaine,MENTIONED_IN,chunk_4546
Seizure,MENTIONED_IN,chunk_4547
seizure,MENTIONED_IN,chunk_4547
cocaine,MENTIONED_IN,chunk_4551
seizures,MENTIONED_IN,chunk_4552
cocaine,MENTIONED_IN,chunk_4552
Microangiopathic hemolytic anemia,MENTIONED_IN,chunk_4553
tacrolimus,MENTIONED_IN,chunk_4553
FK506,MENTIONED_IN,chunk_4553
tacrolimus,CO_OCCURS_WITH,Microangiopathic hemolytic anemia
FK506,CO_OCCURS_WITH,Microangiopathic hemolytic anemia
MAHA,MENTIONED_IN,chunk_4554
FK506,MENTIONED_IN,chunk_4554
tacrolimus,MENTIONED_IN,chunk_4554
microangiopathic hemolytic anemia,MENTIONED_IN,chunk_4554
tacrolimus,CO_OCCURS_WITH,MAHA
tacrolimus,CO_OCCURS_WITH,microangiopathic hemolytic anemia
FK506,CO_OCCURS_WITH,MAHA
FK506,CO_OCCURS_WITH,microangiopathic hemolytic anemia
MAHA,MENTIONED_IN,chunk_4555
dipyridamole,MENTIONED_IN,chunk_4555
