id,label,name
chunk_4531,TextChunk,"However , in many cases , the exencephalic brain tissue was preserved with more or less reduction during this period ."
exencephalic,Disease,exencephalic
chunk_4532,TextChunk,"To analyze the transformation patterns , we classified the exencephaly by size and shape of the exencephalic tissue into several types at E13 ."
chunk_4533,TextChunk,5 and E18 .
chunk_4534,TextChunk,5 .
chunk_4535,TextChunk,"It was found that the transformation of exencephalic tissue was not simply size - dependent , and all cases of anencephaly at E18 ."
chunk_4536,TextChunk,5 resulted from embryos with a large amount of exencephalic tissue at E13 .
chunk_4537,TextChunk,5 .
chunk_4538,TextChunk,Microscopic observation showed the configuration of exencephaly at E13 .
chunk_4539,TextChunk,"5 , frequent hemorrhaging and detachment of the neural plate from surface ectoderm in the exencephalic head at E15 ."
hemorrhaging,Disease,hemorrhaging
chunk_4540,TextChunk,"5 , and multiple modes of reduction in the exencephalic tissue at E18 ."
chunk_4541,TextChunk,5 .
chunk_4542,TextChunk,"From observations of the vasculature , altered distribution patterns of vessels were identified in the exencephalic head ."
chunk_4543,TextChunk,"These findings suggest that overgrowth of the exencephalic neural tissue causes the altered distribution patterns of vessels , subsequent peripheral circulatory failure and / or hemorrhaging in various parts of the exencephalic head , leading to the multiple modes of tissue reduction during transformation from exencephaly to anencephaly"
circulatory failure,Disease,circulatory failure
chunk_4544,TextChunk,Acute cocaine - induced seizures : differential sensitivity of six inbred mouse strains .
chunk_4545,TextChunk,Mature male and female mice from six inbred stains were tested for susceptibility to behavioral seizures induced by a single injection of cocaine .
chunk_4546,TextChunk,Cocaine was injected ip over a range of doses ( 50 - 100 mg / kg ) and behavior was monitored for 20 minutes .
chunk_4547,TextChunk,"Seizure end points included latency to forelimb or hindlimb clonus , latency to clonic running seizure and latency to jumping bouncing seizure ."
chunk_4548,TextChunk,A range of strain specific sensitivities was documented with A / J and SJL mice being most sensitive and C57BL / 6J most resistant .
chunk_4549,TextChunk,"DBA / 2J , BALB / cByJ and NZW / LacJ strains exhibited intermediate sensitivity ."
chunk_4550,TextChunk,"EEG recordings were made in SJL , A / J and C57BL / 6J mice revealing a close correspondence between electrical activity and behavior ."
chunk_4551,TextChunk,"Additionally , levels of cocaine determined in hippocampus and cortex were not different between sensitive and resistant strains ."
chunk_4552,TextChunk,Additional studies of these murine strains may be useful for investigating genetic influences on cocaine - induced seizures
chunk_4553,TextChunk,Microangiopathic hemolytic anemia complicating FK506 ( tacrolimus ) therapy .
Microangiopathic hemolytic anemia,Disease,Microangiopathic hemolytic anemia
chunk_4554,TextChunk,We describe 3 episodes of microangiopathic hemolytic anemia ( MAHA ) in 2 solid organ recipients under FK506 ( tacrolimus ) therapy .
MAHA,Disease,MAHA
chunk_4555,TextChunk,"In both cases , discontinuation of FK506 and treatment with plasma exchange , fresh frozen plasma replacement , corticosteroids , aspirin , and dipyridamole led to resolution of MAHA ."
chunk_4556,TextChunk,"In one patient , reintroduction of FK506 led to rapid recurrence of MAHA ."
chunk_4557,TextChunk,FK506 - associated MAHA is probably rare but physicians must be aware of this severe complication .
chunk_4558,TextChunk,"In our experience and according to the literature , FK506 does not seem to cross - react with cyclosporin A ( CyA ), an immuno - suppressive drug already known to induce MAHA"
CyA,Chemical,CyA
chunk_4559,TextChunk,Variant ventricular tachycardia in desipramine toxicity .
desipramine toxicity,Disease,desipramine toxicity
chunk_4560,TextChunk,We report a case of variant ventricular tachycardia induced by desipramine toxicity .
chunk_4561,TextChunk,"Unusual features of the arrhythmia are repetitive group beating , progressive shortening of the R - R interval , progressive widening of the QRS complex with eventual failure of intraventricular conduction , and changes in direction of the QRS axis ."
chunk_4562,TextChunk,Recognition of variant ventricular tachycardia is important because therapy differs from that of classic ventricular tachycardia
chunk_4563,TextChunk,"Desipramine - induced delirium at "" subtherapeutic "" concentrations : a case report ."
Desipramine,Chemical,Desipramine
chunk_4564,TextChunk,"An elderly patient treated with low dose Desipramine developed a delirium while her plasma level was in the "" subtherapeutic "" range ."
chunk_4565,TextChunk,"Delirium , which may be induced by tricyclic drug therapy in the elderly , can be caused by tricyclics with low anticholinergic potency ."
chunk_4566,TextChunk,Therapeutic ranges for antidepressants
chunk_4567,TextChunk,Mouse strain - dependent effect of amantadine on motility and brain biogenic amines .
amantadine,Chemical,amantadine
amines,Chemical,amines
chunk_4568,TextChunk,"The effect of amantadine hydrochloride , injected i ."
amantadine hydrochloride,Chemical,amantadine hydrochloride
chunk_4569,TextChunk,p .
chunk_4570,TextChunk,"in 6 increments of 100 mg / kg each over 30 hr , on mouse motility and whole brain content of selected biogenic amines and major metabolites was studied in 4 strains of mice ."
chunk_4571,TextChunk,"These were the albino Sprague - Dawley ICR and BALB / C , the black C57BL / 6 and the brown CDF - I mouse strains ."
chunk_4572,TextChunk,Amantadine treatment produced a biphasic effect on mouse motility .
Amantadine,Chemical,Amantadine
chunk_4573,TextChunk,The initial dose of amantadine depressed locomotor activity in all mouse strains studied with the BALB / C mice being the most sensitive .
amantadine depressed,Disease,amantadine depressed
chunk_4574,TextChunk,Subsequent amantadine treatments produced enhancement of motility from corresponding control in all mouse strains with the BALB / C mice being the least sensitive .
chunk_4575,TextChunk,"The locomotor activity was decreased from corresponding controls in all strains studied , except for the ICR mice , during an overnight drug - free period following the fourth amantadine treatment ."
chunk_4576,TextChunk,"Readministration of amantadine , after a drug - free overnight period , increased motility from respective saline control in all strains with exception of the BALB / C mice where suppression of motility occurred ."
suppression of motility,Disease,suppression of motility
chunk_4577,TextChunk,"Treatment with amantadine did not alter whole brain dopamine levels but decreased the amounts of 3,4-dihydroxyphenylacetic acid in the BALB / C mice compared to saline control ."
chunk_4578,TextChunk,"Conversely , brain normetanephrine concentration was increased from saline control by amantadine in the BALB / C mice ."
normetanephrine,Chemical,normetanephrine
chunk_4579,TextChunk,The results suggest a strain - dependent effect of amantadine on motility and indicate a differential response to the acute and multiple dose regimens used .
chunk_4580,TextChunk,The BALB / C mouse was the most sensitive strain and could serve as the strain of choice for evaluating the side effects of amantadine .
chunk_4581,TextChunk,The biochemical results of brain biogenic amines of BALB / C mouse strain suggest a probable decrease of catecholamine turnover rate and / or metabolism by monoamine oxidase and a resulting increase in O - methylation of norepinephrine which may account for a behavioral depression caused by amantadine
behavioral depression,Disease,behavioral depression
chunk_4582,TextChunk,No enhancement by phenobarbital of the hepatocarcinogenicity of a choline - devoid diet in the rat .
chunk_4583,TextChunk,An experiment was performed to test whether inclusion of phenobarbital in a choline - devoid diet would increase the hepatocarcinogenicity of the diet .
chunk_4584,TextChunk,"Groups of 5 - week old male Fischer - 344 rats were fed for 7 - 25 months semipurified choline - devoid or choline - supplemented diets , containing or not 0 ."
chunk_4585,TextChunk,06 % phenobarbital .
chunk_4586,TextChunk,"No hepatic preneoplastic nodules or hepatocellular carcinomas developed in rats fed the plain choline - supplemented diet , while one preneoplastic nodule and one hepatocellular carcinoma developed in two rats fed the same diet containing phenobarbital ."
hepatocellular carcinomas,Disease,hepatocellular carcinomas
hepatocellular carcinoma,Disease,hepatocellular carcinoma
chunk_4587,TextChunk,"The incidence of preneoplastic nodules and of hepatocellular carcinomas was 10 % and 37 %, respectively , in rats fed the plain choline - devoid diet , and 17 % and 30 %, in rats fed the phenobarbital - containing choline - devoid diet ."
chunk_4588,TextChunk,The results evinced no enhancement of the hepatocarcinogenicity of the choline - devoid diet by phenobarbital
chunk_4589,TextChunk,Effect of direct intracoronary administration of methylergonovine in patients with and without variant angina .
methylergonovine,Chemical,methylergonovine
variant angina,Disease,variant angina
chunk_4590,TextChunk,The effects of intracoronary administration of methylergonovine were studied in 21 patients with variant angina and 22 patients with atypical chest pain and in others without angina pectoris ( control group ). Methylergonovine was administered continuously at a rate of 10 micrograms / min up to 50 micrograms .
angina pectoris,Disease,angina pectoris
Methylergonovine,Chemical,Methylergonovine
chunk_4591,TextChunk,"In all patients with variant angina , coronary spasm was provoked at a mean dose of 28 +/- 13 micrograms ( mean +/- SD ). In the control group neither ischemic ST change nor localized spasm occurred ."
coronary spasm,Disease,coronary spasm
chunk_4592,TextChunk,The basal tone of the right coronary artery was significantly lower than that of the left coronary artery .
chunk_4593,TextChunk,The percentage of vasoconstriction of the right coronary artery was significantly higher than that of the left coronary artery .
chunk_4594,TextChunk,"These results suggest that spasm provocation tests , which use an intracoronary injection of a relatively low dose of methylergonovine , have a high sensitivity in variant angina"
chunk_4595,TextChunk,Dobutamine stress echocardiography : a sensitive indicator of diminished myocardial function in asymptomatic doxorubicin - treated long - term survivors of childhood cancer .
Dobutamine,Chemical,Dobutamine
cancer,Disease,cancer
chunk_4596,TextChunk,Doxorubicin is an effective anticancer chemotherapeutic agent known to cause acute and chronic cardiomyopathy .
chunk_4597,TextChunk,"To develop a more sensitive echocardiographic screening test for cardiac damage due to doxorubicin , a cohort study was performed using dobutamine infusion to differentiate asymptomatic long - term survivors of childhood cancer treated with doxorubicin from healthy control subjects ."
cardiac damage,Disease,cardiac damage
chunk_4598,TextChunk,Echocardiographic data from the experimental group of 21 patients ( mean age 16 +/- 5 years ) treated from 1 .
chunk_4599,TextChunk,6 to 14 .
chunk_4600,TextChunk,3 years ( median 5 .
chunk_4601,TextChunk,3 ) before this study with 27 to 532 mg / m2 of doxorubicin ( mean 196 ) were compared with echocardiographic data from 12 normal age - matched control subjects .
chunk_4602,TextChunk,Graded dobutamine infusions of 0 .
chunk_4603,TextChunk,"5 , 2 ."
chunk_4604,TextChunk,"5 , 5 and 10 micrograms / kg per min were administered ."
chunk_4605,TextChunk,Echocardiographic Doppler studies were performed before infusion and after 15 min of infusion at each rate .
chunk_4606,TextChunk,Dobutamine infusion at 10 micrograms / kg per min was discontinued after six studies secondary to a 50 % incidence rate of adverse symptoms .
chunk_4607,TextChunk,"The most important findings were that compared with values in control subjects , end - systolic left ventricular posterior wall dimension and percent of left ventricular posterior wall thickening in doxorubicin - treated patients were decreased at baseline study and these findings were more clearly delineated with dobutamine stimulation ."
chunk_4608,TextChunk,End - systolic left ventricular posterior wall dimension at baseline for the doxorubicin - treated group was 11 +/- 1 .
chunk_4609,TextChunk,9 mm versus 13 .
chunk_4610,TextChunk,1 +/- 1 .
chunk_4611,TextChunk,5 mm for control subjects ( p less than 0 .
chunk_4612,TextChunk,01 ). End - systolic left ventricular posterior wall dimension at the 5 - micrograms / kg per min dobutamine infusion for the doxorubicin
chunk_4613,TextChunk,Effects of aminophylline on the threshold for initiating ventricular fibrillation during respiratory failure .
aminophylline,Chemical,aminophylline
respiratory failure,Disease,respiratory failure
chunk_4614,TextChunk,Cardiac arrhythmias have frequently been reported in association with respiratory failure .
Cardiac arrhythmias,Disease,Cardiac arrhythmias
chunk_4615,TextChunk,The possible additive role of pharmacologic agents in precipitating cardiac disturbances in patients with respiratory failure has only recently been emphasized .
cardiac disturbances,Disease,cardiac disturbances
chunk_4616,TextChunk,The effects of aminophylline on the ventricular fibrillation threshold during normal acid - base conditions and during respiratory failure were studied in anesthetized open chest dogs .
chunk_4617,TextChunk,The ventricular fibrillation threshold was measured by passing a gated train of 12 constant current pulses through the ventricular myocardium during the vulnerable period of the cardiac cycle .
chunk_4618,TextChunk,"During the infusion of aminophylline , the ventricular fibrillation threshold was reduced by 30 to 40 percent of the control when pH and partial pressures of oxygen ( PO2 ) and carbon dioxide ( CO2 ) were kept within normal limits ."
CO2,Chemical,CO2
chunk_4619,TextChunk,When respiratory failure was produced by hypoventilation ( pH 7 .
hypoventilation,Disease,hypoventilation
chunk_4620,TextChunk,05 to 7 .
chunk_4621,TextChunk,"25 ; PC02 70 to 100 mm Hg : P02 20 to 40 mm Hg ), infusion of aminophylline resulted in an even greater decrease in ventricular fibrillation threshold to 60 percent of the control level ."
chunk_4622,TextChunk,"These experiments suggest that although many factors may contribute to the increased incidence of ventricular arrhythmias in respiratory failure , pharmacologic agents , particularly aminophylline"
ventricular arrhythmias,Disease,ventricular arrhythmias
chunk_4623,TextChunk,Case report : acute unintentional carbachol intoxication .
chunk_4624,TextChunk,"INTRODUCTION : Intoxications with carbachol , a muscarinic cholinergic receptor agonist are rare ."
chunk_4625,TextChunk,We report an interesting case investigating a ( near ) fatal poisoning .
chunk_4626,TextChunk,METHODS : The son of an 84 - year - old male discovered a newspaper report stating clinical success with plant extracts in Alzheimer's disease .
chunk_4627,TextChunk,"The mode of action was said to be comparable to that of the synthetic compound ' carbamylcholin '; that is , carbachol ."
carbamylcholin,Chemical,carbamylcholin
chunk_4628,TextChunk,"He bought 25 g of carbachol as pure substance in a pharmacy , and the father was administered 400 to 500 mg ."
chunk_4629,TextChunk,Carbachol concentrations in serum and urine on day 1 and 2 of hospital admission were analysed by HPLC - mass spectrometry .
Carbachol,Chemical,Carbachol
chunk_4630,TextChunk,"RESULTS : Minutes after oral administration , the patient developed nausea , sweating and hypotension , and finally collapsed ."
chunk_4631,TextChunk,"Bradycardia , cholinergic symptoms and asystole occurred ."
Bradycardia,Disease,Bradycardia
asystole,Disease,asystole
chunk_4632,TextChunk,"Initial cardiopulmonary resuscitation and immediate treatment with adrenaline ( epinephrine ), atropine and furosemide was successful ."
chunk_4633,TextChunk,"On hospital admission , blood pressure of the intubated , bradyarrhythmic patient was 100 / 65 mmHg ."
chunk_4634,TextChunk,"Further signs were hyperhidrosis , hypersalivation , bronchorrhoea , and severe miosis ; the electrocardiographic finding was atrio-ventricular dissociation ."
hyperhidrosis,Disease,hyperhidrosis
hypersalivation,Disease,hypersalivation
bronchorrhoea,Disease,bronchorrhoea
miosis,Disease,miosis
atrio-ventricular dissociation,Disease,atrio-ventricular dissociation
chunk_4635,TextChunk,"High doses of atropine ( up to 50 mg per 24 hours ), adrenaline and dopamine were necessary ."
chunk_4636,TextChunk,The patient was extubated 1 week later .
chunk_4637,TextChunk,"However , increased dyspnoea and bronchospasm necessitated reintubation ."
dyspnoea,Disease,dyspnoea
bronchospasm,Disease,bronchospasm
chunk_4638,TextChunk,Respiratory insufficiency was further worsened by Proteus mirabilis infection and severe bronchoconstriction .
Respiratory insufficiency,Disease,Respiratory insufficiency
Proteus mirabilis infection,Disease,Proteus mirabilis infection
chunk_4639,TextChunk,"One week later , the patient was again extubated and 3 days later was transferred to a peripheral ward ."
chunk_4640,TextChunk,"On the next day he died , probably as a result of heart failure ."
chunk_4641,TextChunk,Serum samples from the first and second days contained 3 .
chunk_4642,TextChunk,6 and 1 .
chunk_4643,TextChunk,"9 mg / l carbachol , respectively ."
chunk_4644,TextChunk,The corresponding urine concentrations amounted to 374 and 554 mg / l .
chunk_4645,TextChunk,"CONCLUSION : This case started with a media report in a popular newspaper , initiated by published , peer - reviewed research on herbals , and involved human failure in a case history , medical examination and clinical treatment ."
chunk_4646,TextChunk,"For the first time , an analytical method for the determination of carbachol in plasma and urine has been developed ."
chunk_4647,TextChunk,The analysed carbachol concentration exceeded the supposed serum level resulting from a therapeutic dose by a factor of 130 to 260 .
chunk_4648,TextChunk,"Especially in old patients , intensivists should consider intoxications ( with cholinergics ) as a cause of acute cardiovascular failure"
acute cardiovascular failure,Disease,acute cardiovascular failure
chunk_4649,TextChunk,Crossover comparison of efficacy and preference for rizatriptan 10 mg versus ergotamine / caffeine in migraine .
rizatriptan,Chemical,rizatriptan
ergotamine,Chemical,ergotamine
chunk_4650,TextChunk,Rizatriptan is a selective 5-HT ( 1B / 1D ) receptor agonist with rapid oral absorption and early onset of action in the acute treatment of migraine .
Rizatriptan,Chemical,Rizatriptan
chunk_4651,TextChunk,This randomized double - blind crossover outpatient study assessed the preference for 1 rizatriptan 10 mg tablet to 2 ergotamine 1 mg / caffeine 100 mg tablets in 439 patients treating a single migraine attack with each therapy .
chunk_4652,TextChunk,Of patients expressing a preference ( 89 .
chunk_4653,TextChunk,"1 %), more than twice as many preferred rizatriptan to ergotamine / caffeine ( 69 ."
chunk_4654,TextChunk,9 vs .
chunk_4655,TextChunk,30 .
chunk_4656,TextChunk,"1 %, p < or = 0 ."
chunk_4657,TextChunk,"001 ). Faster relief of headache was the most important reason for preference , cited by 67 ."
chunk_4658,TextChunk,3 % of patients preferring rizatriptan and 54 .
chunk_4659,TextChunk,2 % of patients who preferred ergotamine / caffeine .
chunk_4660,TextChunk,The co - primary endpoint of being pain free at 2 h was also in favor of rizatriptan .
chunk_4661,TextChunk,"Forty - nine percent of patients were pain free 2 h after rizatriptan , compared with 24 ."
chunk_4662,TextChunk,3 % treated with ergotamine / caffeine ( p < or = 0 .
chunk_4663,TextChunk,"001 ), rizatriptan being superior within 1 h of treatment ."
chunk_4664,TextChunk,Headache relief at 2 h was 75 .
Headache,Disease,Headache
chunk_4665,TextChunk,9 % for rizatriptan and 47 .
chunk_4666,TextChunk,3 % for ergotamine / caffeine ( p < or = 0 .
chunk_4667,TextChunk,"001 ), with rizatriptan being superior to ergotamine / caffeine within 30 min of dosing ."
chunk_4668,TextChunk,"Almost 36 % of patients taking rizatriptan were pain free at 2 h and had no recurrence or need for additional medication within 24 h , compared to 20 % of patients on ergotamine / caffeine ( p < or = 0 ."
chunk_4669,TextChunk,"001 ). Rizatriptan was also superior to ergotamine / caffeine in the proportions of patients with no nausea , vomiting , phonophobia or photophobia and for patients with normal function 2 h after drug intake ( p < or = 0 ."
phonophobia,Disease,phonophobia
photophobia,Disease,photophobia
chunk_4670,TextChunk,"001 ). More patients were ( completely , very or somewhat ) satisfied 2 h after treatment with rizatriptan ( 69 ."
chunk_4671,TextChunk,8 %) than at 2 h after treatment with ergotamine / caffeine ( 38 .
chunk_4672,TextChunk,"6 %, p < or = 0 ."
chunk_4673,TextChunk,001 ). Recurrence rates were 31 .
chunk_4674,TextChunk,4 % with rizatriptan and 15 .
chunk_4675,TextChunk,3 % with ergotamine / caffeine .
chunk_4676,TextChunk,Both active treatments were well tolerated .
chunk_4677,TextChunk,"The most common adverse events ( incidence > or = 5 % in one group ) after rizatriptan and ergotamine / caffeine , respectively , were dizziness ( 6 ."
chunk_4678,TextChunk,7 and 5 .
chunk_4679,TextChunk,"3 %), nausea ( 4 ."
chunk_4680,TextChunk,2 and 8 .
chunk_4681,TextChunk,5 %) and somnolence
chunk_4682,TextChunk,Thrombotic microangiopathy and renal failure associated with antineoplastic chemotherapy .
chunk_4683,TextChunk,"Five patients with carcinoma developed thrombotic microangiopathy ( characterized by renal insufficiency , microangiopathic hemolytic anemia , and usually thrombocytopenia ) after treatment with cisplatin , bleomycin , and a vinca alkaloid ."
bleomycin,Chemical,bleomycin
vinca alkaloid,Chemical,vinca alkaloid
chunk_4684,TextChunk,"One patient had thrombotic thrombocytopenic purpura , three the hemolytic-uremic syndrome , and one an apparent forme fruste of one of these disorders ."
thrombotic thrombocytopenic purpura,Disease,thrombotic thrombocytopenic purpura
hemolytic-uremic syndrome,Disease,hemolytic-uremic syndrome
chunk_4685,TextChunk,"Histologic examination of the renal tissue showed evidence of intravascular coagulation , primarily affecting the small arteries , arterioles , and glomeruli ."
chunk_4686,TextChunk,"Because each patient was tumor - free or had only a small tumor at the onset of this syndrome , the thrombotic microangiopathy may have been induced by chemotherapy ."
chunk_4687,TextChunk,"Diagnosis of this potentially fatal complication may be delayed or missed if renal tissue or the peripheral blood smear is not examined , because renal failure may be ascribed to cisplatin nephrotoxicity and the anemia and thrombocytopenia to drug - induced bone marrow suppression"
cisplatin nephrotoxicity,Disease,cisplatin nephrotoxicity
chunk_4688,TextChunk,"Salvage therapy with nelarabine , etoposide , and cyclophosphamide in relapsed / refractory paediatric T-cell lymphoblastic leukaemia and lymphoma ."
nelarabine,Chemical,nelarabine
T-cell lymphoblastic leukaemia and lymphoma,Disease,T-cell lymphoblastic leukaemia and lymphoma
chunk_4689,TextChunk,A combination of 5 d of nelarabine ( AraG ) with 5 d of etoposide ( VP ) and cyclophosphamide ( CPM ) and prophylactic intrathecal chemotherapy was used as salvage therapy in seven children with refractory or relapsed T-cell leukaemia or lymphoma .
AraG,Chemical,AraG
VP,Chemical,VP
CPM,Chemical,CPM
T-cell leukaemia or lymphoma,Disease,T-cell leukaemia or lymphoma
chunk_4690,TextChunk,The most common side effects attributable to the AraG included Grade 2 and 3 sensory and motor neuropathy and musculoskeletal pain .
musculoskeletal pain,Disease,musculoskeletal pain
chunk_4691,TextChunk,"Haematological toxicity was greater for the combination than AraG alone , although median time to neutrophil and platelet recovery was consistent with other salvage therapies ."
Haematological toxicity,Disease,Haematological toxicity
chunk_4692,TextChunk,All patients had some response to the combined therapy and five of the seven went into complete remission after one or two courses of AraG / VP / CPM .
chunk_4693,TextChunk,"Our experience supports the safety of giving AraG as salvage therapy in synchrony with etoposide and cyclophosphamide , although neurological toxicity"
neurological toxicity,Disease,neurological toxicity
chunk_4694,TextChunk,The 3 - week sulphasalazine syndrome strikes again .
chunk_4695,TextChunk,"A 34 - year - old lady developed a constellation of dermatitis , fever , lymphadenopathy and hepatitis , beginning on the 17th day of a course of oral sulphasalazine for sero - negative rheumatoid arthritis ."
dermatitis,Disease,dermatitis
fever,Disease,fever
lymphadenopathy,Disease,lymphadenopathy
chunk_4696,TextChunk,"Cervical and inguinal lymph node biopsies showed the features of severe necrotising lymphadenitis , associated with erythrophagocytosis and prominent eosinophilic infiltrates , without viral inclusion bodies , suggestive of an adverse drug reaction ."
lymphadenitis,Disease,lymphadenitis
chunk_4697,TextChunk,"A week later , fulminant drug-induced hepatitis , associated with the presence of anti - nuclear autoantibodies ( but not with other markers of autoimmunity ), and accompanied by multi-organ failure and sepsis , supervened ."
multi-organ failure,Disease,multi-organ failure
chunk_4698,TextChunk,She subsequently died some 5 weeks after the commencement of her drug therapy .
chunk_4699,TextChunk,"Post - mortem examination showed evidence of massive hepatocellular necrosis , acute hypersensitivity myocarditis , focal acute tubulo - interstitial nephritis and extensive bone marrow necrosis , with no evidence of malignancy ."
massive hepatocellular necrosis,Disease,massive hepatocellular necrosis
nephritis,Disease,nephritis
bone marrow necrosis,Disease,bone marrow necrosis
chunk_4700,TextChunk,"It is thought that the clinico - pathological features and chronology of this case bore the hallmarks of the so - called "" 3 - week sulphasalazine syndrome "", a rare , but often fatal , immunoallergic reaction to sulphasalazine"
chunk_4701,TextChunk,Bupropion ( Zyban ) toxicity .
Bupropion,Chemical,Bupropion
Zyban,Chemical,Zyban
chunk_4702,TextChunk,Bupropion is a monocyclic antidepressant structurally related to amphetamine .
chunk_4703,TextChunk,"Zyban , a sustained - release formulation of bupropion hydrochloride , was recently released in Ireland , as a smoking cessation aid ."
bupropion hydrochloride,Chemical,bupropion hydrochloride
chunk_4704,TextChunk,"In the initial 6 months since it ' s introduction , 12 overdose cases have been reported to The National Poisons Information Centre ."
chunk_4705,TextChunk,8 patients developed symptoms of toxicity .
chunk_4706,TextChunk,"Common features included tachycardia , drowsiness , hallucinations and convulsions ."
chunk_4707,TextChunk,"Two patients developed severe cardiac arrhythmias , including one patient who was resuscitated following a cardiac arrest ."
cardiac arrhythmias,Disease,cardiac arrhythmias
chunk_4708,TextChunk,All patients recovered without sequelae .
chunk_4709,TextChunk,"We report a case of a 31 year old female who required admission to the Intensive Care Unit for ventilation and full supportive therapy , following ingestion of 13 ."
chunk_4710,TextChunk,5g bupropion .
bupropion,Chemical,bupropion
chunk_4711,TextChunk,Recurrent seizures were treated with diazepam and broad complex tachycardia was successfully treated with adenosine .
chunk_4712,TextChunk,Zyban caused significant neurological and cardiovascular toxicity in overdose
neurological and cardiovascular toxicity,Disease,neurological and cardiovascular toxicity
chunk_4713,TextChunk,Survey of complications of indocyanine green angiography in Japan .
indocyanine green,Chemical,indocyanine green
chunk_4714,TextChunk,PURPOSE : We evaluated the safety of indocyanine green for use in fundus angiography .
chunk_4715,TextChunk,"METHODS : We sent a questionnaire concerning complications of indocyanine green to 32 institutions in Japan , which were selected on the basis of the client list from the Topcon Company , which manufactures the indocyanine green fundus camera ."
chunk_4716,TextChunk,"RESULTS : Ophthalmologists at 15 institutions responded , reporting a total of 3 , 774 indocyanine green angiograms performed on 2 , 820 patients between June 1984 and September 1992 ."
chunk_4717,TextChunk,"Before angiography , intradermal or intravenous indocyanine green testing , or both was performed at 13 of 15 institutions ."
chunk_4718,TextChunk,"For three patients , the decision was made not to proceed with angiography after positive preangiographic testing ."
chunk_4719,TextChunk,"The dosage of indocyanine green used for angiography varied from 25 to 75 mg , depending upon the institution ."
chunk_4720,TextChunk,There were 13 cases of adverse reactions ( 0 .
chunk_4721,TextChunk,"34 %), ten of which were mild reactions such as nausea , exanthema , urtication , itchiness , and urgency to defecate , and did not require treatment ."
exanthema,Disease,exanthema
urtication,Disease,urtication
itchiness,Disease,itchiness
chunk_4722,TextChunk,"Also recorded were one case of pain of the vein , which required treatment , and two cases of hypotension ."
chunk_4723,TextChunk,The two hypotensive patients required treatment for shock .
chunk_4724,TextChunk,CONCLUSIONS : A comparison of frequency of adverse reactions to indocyanine green with the previously reported frequency of such reactions to fluorescein sodium indicated that indocyanine green is a safe as fluorescein
fluorescein sodium,Chemical,fluorescein sodium
chunk_4725,TextChunk,Bradykinin receptors antagonists and nitric oxide synthase inhibitors in vincristine and streptozotocin induced hyperalgesia in chemotherapy and diabetic neuropathy rat model .
Bradykinin,Chemical,Bradykinin
diabetic neuropathy,Disease,diabetic neuropathy
chunk_4726,TextChunk,PURPOSE : The influence of an irreversible inhibitor of constitutive NO synthase ( L - NOArg ; 1 .
chunk_4727,TextChunk,"0 mg / kg ip ), a relatively selective inhibitor of inducible NO synthase ( L - NIL ; 1 ."
chunk_4728,TextChunk,0 mg / kg ip ) and a relatively specific inhibitor of neuronal NO synthase ( 7 - NI ; 0 .
chunk_4729,TextChunk,"1 mg / kg ip ), on antihyperalgesic action of selective antagonists of B2 and B1 receptors : D - Arg -[ Hyp3 , Thi5 , D - Tic7 , Oic8 ] bradykinin ( HOE 140 ; 70 nmol / kg ip ) or des Arg10 HOE 140 ( 70 nmol / kg ip ) respectively , in model of diabetic (streptozotocin-induced) and toxic (vincristine-induced) neuropathy was investigated ."
HOE 140,Chemical,HOE 140
des Arg10 HOE 140,Chemical,des Arg10 HOE 140
diabetic (streptozotocin-induced) and toxic (vincristine-induced) neuropathy,Disease,diabetic (streptozotocin-induced) and toxic (vincristine-induced) neuropathy
chunk_4730,TextChunk,METHODS : The changes in pain thresholds were determined using mechanical stimuli -- the modification of the classic paw withdrawal test described by Randall - Selitto .
chunk_4731,TextChunk,RESULTS : The results of this paper confirm that inhibition of bradykinin receptors and inducible NO synthase but not neuronal NO synthase activity reduces diabetic hyperalgesia .
diabetic hyperalgesia,Disease,diabetic hyperalgesia
chunk_4732,TextChunk,"Pretreatment with L - NOArg and L - NIL but not 7 - NI , significantly increases antihyperalgesic activity both HOE 140 and des Arg10 HOE 140 ."
chunk_4733,TextChunk,It was also shown that both products of inducible NO synthase and neuronal NO synthase activation as well as bradykinin are involved in hyperalgesia produced by vincristine .
chunk_4734,TextChunk,"Moreover , L - NOArg and 7 - NI but not L - NIL intensify antihyperalgesic activity of HOE 140 or des-Arg10HOE 140 in toxic neuropathy ."
des-Arg10HOE 140,Chemical,des-Arg10HOE 140
toxic neuropathy,Disease,toxic neuropathy
chunk_4735,TextChunk,CONCLUSIONS : Results of these studies suggest that B1 and B2 receptors are engaged in transmission of nociceptive stimuli in both diabetic and toxic neuropathy .
diabetic and toxic neuropathy,Disease,diabetic and toxic neuropathy
chunk_4736,TextChunk,"In streptozotocin - induced hyperalgesia , inducible NO synthase participates in pronociceptive activity of bradykinin , whereas in vincristine - induced hyperalgesia bradykinin seemed to activate neuronal NO synthase pathway ."
hyperalgesia bradykinin,Chemical,hyperalgesia bradykinin
chunk_4737,TextChunk,"Therefore , concomitant administration of small doses of bradykinin receptor antagonists and NO synthase inhibitors can be effective in alleviation of neuropathic pain"
chunk_4738,TextChunk,Cardiac toxicity observed in association with high - dose cyclophosphamide - based chemotherapy for metastatic breast cancer .
